,question_id,db_id,question,gold_sql,predicted_sql,both_executed,results_equal,gold_error,pred_error,model_name,model_engine,gen_type,dataset_path,n_examples,instructions_level,experiment_id
39,40,unknown,How many test takers are there at the school/s whose mailing city address is in Fresno?,SELECT T1.NumTstTakr FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Fresno',SELECT SUM(`NumTstTakr`) FROM `satscores` WHERE `cname` = 'Fresno',False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `satscores` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 30;
'Project [unresolvedalias('SUM('NumTstTakr), None)]
+- 'Filter ('cname = Fresno)
   +- 'UnresolvedRelation [satscores], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
40,41,unknown,"Samuel refers to UserDisplayName; YEAR(CreationDate) = 2013 relates to PostId; YEAR(Date) = 2013 relates to the badge;
List the post IDs and badge names of the user Samuel in 2013.","SELECT T1.PostId, T2.Name FROM postHistory AS T1 INNER JOIN badges AS T2 ON T1.UserId = T2.UserId WHERE T1.UserDisplayName = 'Samuel' AND STRFTIME('%Y', T1.CreationDate) = '2013' AND STRFTIME('%Y', T2.Date) = '2013'","SELECT T2.PostId, T3.Name FROM comments AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id INNER JOIN badges AS T3 ON T1.UserId = T3.UserId WHERE T1.UserDisplayName = 'Samuel' AND YEAR(T2.CreationDate) = 2013 AND YEAR(T3.Date) = 2013",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `comments` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 31;
'Project ['T2.PostId, 'T3.Name]
+- 'Filter ((('T1.UserDisplayName = Samuel) AND ('YEAR('T2.CreationDate) = 2013)) AND ('YEAR('T3.Date) = 2013))
   +- 'Join Inner, ('T1.UserId = 'T3.UserId)
      :- 'Join Inner, ('T1.PostId = 'T2.Id)
      :  :- 'SubqueryAlias T1
      :  :  +- 'UnresolvedRelation [comments], [], false
      :  +- 'SubqueryAlias T2
      :     +- 'UnresolvedRelation [posts], [], false
      +- 'SubqueryAlias T3
         +- 'UnresolvedRelation [badges], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
41,42,unknown,"Earlier birthdate refers to older age; A11 refers to average salary
What is the gender of the oldest client who opened his/her account in the highest average salary branch?","SELECT T2.gender FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id ORDER BY T1.A11 DESC, T2.birth_date ASC LIMIT 1",SELECT T1.`gender` FROM `client` T1 INNER JOIN `disp` T2 ON T1.`client_id` = T2.`client_id` INNER JOIN `account` T3 ON T2.`account_id` = T3.`account_id` INNER JOIN `district` T4 ON T3.`district_id` = T4.`district_id` WHERE T1.`birth_date` = (SELECT MIN(`birth_date`) FROM `client`) AND T4.`A11` = (SELECT MAX(`A11`) FROM `district`) LIMIT 1,False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `client` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 24;
'GlobalLimit 1
+- 'LocalLimit 1
   +- 'Project ['T1.gender]
      +- 'Filter (('T1.birth_date = scalar-subquery#317 []) AND ('T4.A11 = scalar-subquery#318 []))
         :  :- 'Project [unresolvedalias('MIN('birth_date), None)]
         :  :  +- 'UnresolvedRelation [client], [], false
         :  +- 'Project [unresolvedalias('MAX('A11), None)]
         :     +- 'UnresolvedRelation [district], [], false
         +- 'Join Inner, ('T3.district_id = 'T4.district_id)
            :- 'Join Inner, ('T2.account_id = 'T3.account_id)
            :  :- 'Join Inner, ('T1.client_id = 'T2.client_id)
            :  :  :- 'SubqueryAlias T1
            :  :  :  +- 'UnresolvedRelation [client], [], false
            :  :  +- 'SubqueryAlias T2
            :  :     +- 'UnresolvedRelation [disp], [], false
            :  +- 'SubqueryAlias T3
            :     +- 'UnresolvedRelation [account], [], false
            +- 'SubqueryAlias T4
               +- 'UnresolvedRelation [district], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
42,43,unknown,"'October Meeting' is an event name;
List all the members who attended the event ""October Meeting"".",SELECT DISTINCT T3.member_id FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T1.event_name = 'October Meeting',"SELECT DISTINCT T2.`first_name`, T2.`last_name` 
FROM `event` T1 
JOIN `attendance` T3 ON T1.`event_id` = T3.`link_to_event` 
JOIN `member` T2 ON T3.`link_to_member` = T2.`member_id` 
WHERE T1.`event_name` = 'October Meeting'",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `event` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Distinct
+- 'Project ['T2.first_name, 'T2.last_name]
   +- 'Filter ('T1.event_name = October Meeting)
      +- 'Join Inner, ('T3.link_to_member = 'T2.member_id)
         :- 'Join Inner, ('T1.event_id = 'T3.link_to_event)
         :  :- 'SubqueryAlias T1
         :  :  +- 'UnresolvedRelation [event], [], false
         :  +- 'SubqueryAlias T3
         :     +- 'UnresolvedRelation [attendance], [], false
         +- 'SubqueryAlias T2
            +- 'UnresolvedRelation [member], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
43,44,unknown,"""Supporter"" and ""Teachers"" are both Name of badge; 'New York' is the Location; user refers to UserId
How many users from New York have a teacher and supporter badge?","SELECT COUNT(DISTINCT T1.Id) FROM badges AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Name IN ('Supporter', 'Teacher') AND T2.Location = 'New York'","SELECT COUNT(DISTINCT T1.`UserId`) 
FROM `users` T1 
JOIN `badges` T2 ON T1.`Id` = T2.`UserId` 
JOIN `badges` T3 ON T1.`Id` = T3.`UserId` 
WHERE T1.`Location` = 'New York' 
AND T2.`Name` = 'Teacher' 
AND T3.`Name` = 'Supporter'",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `users` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Project [unresolvedalias('COUNT(distinct 'T1.UserId), None)]
+- 'Filter ((('T1.Location = New York) AND ('T2.Name = Teacher)) AND ('T3.Name = Supporter))
   +- 'Join Inner, ('T1.Id = 'T3.UserId)
      :- 'Join Inner, ('T1.Id = 'T2.UserId)
      :  :- 'SubqueryAlias T1
      :  :  +- 'UnresolvedRelation [users], [], false
      :  +- 'SubqueryAlias T2
      :     +- 'UnresolvedRelation [badges], [], false
      +- 'SubqueryAlias T3
         +- 'UnresolvedRelation [badges], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
44,45,unknown,"Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`
What is the free rate for students between the ages of 5 and 17 at the school run by Kacey Gibson?",SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',SELECT (`Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`) FROM frpm JOIN schools ON frpm.CDSCode = schools.CDSCode WHERE AdmFName1 = 'Kacey' AND AdmLName1 = 'Gibson',False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `frpm` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 71;
'Project [unresolvedalias(('Free Meal Count (Ages 5-17) / 'Enrollment (Ages 5-17)), None)]
+- 'Filter (('AdmFName1 = Kacey) AND ('AdmLName1 = Gibson))
   +- 'Join Inner, ('frpm.CDSCode = 'schools.CDSCode)
      :- 'UnresolvedRelation [frpm], [], false
      +- 'UnresolvedRelation [schools], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
45,46,unknown,"single bond refers to bond_type = '-';
How many single bonds are there in the list?",SELECT COUNT(T.bond_id) FROM bond AS T WHERE T.bond_type = '-',SELECT COUNT(`bond_id`) FROM `bond` WHERE `bond_type` = '-',True,True,,,llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
46,47,unknown,"annul refers to name = 'annul'; numbered 29 refers to number = '29';
State the alternative languages available for card named Annul numbered 29.",SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Annul' AND T1.number = 29,SELECT DISTINCT `language` FROM `foreign_data` WHERE `name` = 'Annul' AND `uuid` IN (SELECT `uuid` FROM `cards` WHERE `name` = 'Annul' AND `number` = '29'),False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `foreign_data` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 32;
'Distinct
+- 'Project ['language]
   +- 'Filter (('name = Annul) AND 'uuid IN (list#351 []))
      :  +- 'Project ['uuid]
      :     +- 'Filter (('name = Annul) AND ('number = 29))
      :        +- 'UnresolvedRelation [cards], [], false
      +- 'UnresolvedRelation [foreign_data], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
47,48,unknown,"meetings events refers to type = 'Meeting'; attended by more than 10 members refers to COUNT(event_id) > 10
Among the events attended by more than 10 members of the Student_Club, how many of them are meetings?",SELECT T1.event_name FROM event AS T1  INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id  HAVING COUNT(T2.link_to_event) > 10 EXCEPT SELECT T1.event_name  FROM event AS T1  WHERE T1.type = 'Meeting',"SELECT COUNT(`event_id`) 
FROM `event` 
WHERE `event_id` IN (
  SELECT `link_to_event` 
  FROM `attendance` 
  GROUP BY `link_to_event` 
  HAVING COUNT(`link_to_member`) > 10
) 
AND `type` = 'Meeting'",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `event` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Project [unresolvedalias('COUNT('event_id), None)]
+- 'Filter ('event_id IN (list#360 []) AND ('type = Meeting))
   :  +- 'UnresolvedHaving ('COUNT('link_to_member) > 10)
   :     +- 'Aggregate ['link_to_event], ['link_to_event]
   :        +- 'UnresolvedRelation [attendance], [], false
   +- 'UnresolvedRelation [event], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
48,49,unknown,"Which districts have transactions greater than USS$10,000 in 1997?","SELECT T1.district_id FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T1.account_id = T3.account_id WHERE STRFTIME('%Y', T3.date) = '1997' GROUP BY T1.district_id HAVING SUM(T3.amount) > 10000",SELECT T2.`A2` FROM `trans` AS T1 INNER JOIN `district` AS T2 ON T1.`account_id` = T2.`district_id` WHERE T1.`date` LIKE '1997%' AND T1.`amount` > 10000 GROUP BY T2.`A2`,False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `trans` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 20;
'Aggregate ['T2.A2], ['T2.A2]
+- 'Filter ('T1.date LIKE 1997% AND ('T1.amount > 10000))
   +- 'Join Inner, ('T1.account_id = 'T2.district_id)
      :- 'SubqueryAlias T1
      :  +- 'UnresolvedRelation [trans], [], false
      +- 'SubqueryAlias T2
         +- 'UnresolvedRelation [district], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
49,50,unknown,"date of birth refers to drivers.dob; The larger the birthday value, the younger the person is, and vice versa; Japanese refers to nationality = 'Japanese'; age = YEAR(CURRENT_TIMESTAMP) - YEAR(dob);
How old is the youngest Japanese driver? What is his name?","SELECT STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', dob), forename , surname FROM drivers WHERE nationality = 'Japanese' ORDER BY dob DESC LIMIT 1","SELECT `forename`, `surname`, YEAR(CURRENT_TIMESTAMP) - YEAR(`dob`) AS age FROM `drivers` WHERE `nationality` = 'Japanese' ORDER BY age ASC LIMIT 1",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `drivers` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 80;
'GlobalLimit 1
+- 'LocalLimit 1
   +- 'Sort ['age ASC NULLS FIRST], true
      +- 'Project ['forename, 'surname, ('YEAR('CURRENT_TIMESTAMP) - 'YEAR('dob)) AS age#377]
         +- 'Filter ('nationality = Japanese)
            +- 'UnresolvedRelation [drivers], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
50,51,unknown,"full name refers to first_name, last_name; first paid dues refers to MIN(received_date) where source = 'Dues'
Who was the first one paid his/her dues? Tell the full name.","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.source = 'Dues' ORDER BY T2.date_received LIMIT 1","SELECT CONCAT(`first_name`, ' ', `last_name`) AS full_name 
FROM `member` 
WHERE `member_id` = (
  SELECT `link_to_member` 
  FROM `income` 
  WHERE `source` = 'Dues' 
  AND `date_received` = (
    SELECT MIN(`date_received`) 
    FROM `income` 
    WHERE `source` = 'Dues'
  )
)",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `member` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Project ['CONCAT('first_name,  , 'last_name) AS full_name#386]
+- 'Filter ('member_id = scalar-subquery#388 [])
   :  +- 'Project ['link_to_member]
   :     +- 'Filter (('source = Dues) AND ('date_received = scalar-subquery#387 []))
   :        :  +- 'Project [unresolvedalias('MIN('date_received), None)]
   :        :     +- 'Filter ('source = Dues)
   :        :        +- 'UnresolvedRelation [income], [], false
   :        +- 'UnresolvedRelation [income], [], false
   +- 'UnresolvedRelation [member], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
51,52,unknown,In which years did Lewis Hamilton participate in a Formula_1 race?,SELECT DISTINCT T1.year FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.forename = 'Lewis' AND T3.surname = 'Hamilton',SELECT DISTINCT T1.`year` FROM `races` T1 INNER JOIN `results` T2 ON T1.`raceId` = T2.`raceId` INNER JOIN `drivers` T3 ON T2.`driverId` = T3.`driverId` WHERE T3.`forename` = 'Lewis' AND T3.`surname` = 'Hamilton',False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `races` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 31;
'Distinct
+- 'Project ['T1.year]
   +- 'Filter (('T3.forename = Lewis) AND ('T3.surname = Hamilton))
      +- 'Join Inner, ('T2.driverId = 'T3.driverId)
         :- 'Join Inner, ('T1.raceId = 'T2.raceId)
         :  :- 'SubqueryAlias T1
         :  :  +- 'UnresolvedRelation [races], [], false
         :  +- 'SubqueryAlias T2
         :     +- 'UnresolvedRelation [results], [], false
         +- 'SubqueryAlias T3
            +- 'UnresolvedRelation [drivers], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
52,53,unknown,"Difference in no. of committed crimes between 2 regions = Total no. of committed crimes in 1996 in north Bohemia - Total no. of committed crimes in 1996 in e ast Bohemia. A3 refers to region. Data about no. of committed crimes 1996 appears in A16
What was the difference in the number of crimes committed in East and North Bohemia in 1996?","SELECT SUM(IIF(A3 = 'east Bohemia', A16, 0)) - SUM(IIF(A3 = 'north Bohemia', A16, 0)) FROM district","SELECT SUM(CASE WHEN `A3` = 'north Bohemia' THEN `A16` ELSE 0 END) - SUM(CASE WHEN `A3` = 'east Bohemia' THEN `A16` ELSE 0 END) FROM `district` WHERE `A3` IN ('north Bohemia', 'east Bohemia')",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `district` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 133;
'Project [unresolvedalias(('SUM(CASE WHEN ('A3 = north Bohemia) THEN 'A16 ELSE 0 END) - 'SUM(CASE WHEN ('A3 = east Bohemia) THEN 'A16 ELSE 0 END)), None)]
+- 'Filter 'A3 IN (north Bohemia,east Bohemia)
   +- 'UnresolvedRelation [district], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
53,54,unknown,"Directly funded schools refers to FundingType = 'Directly Funded'
Between 1/1/2000 to 12/31/2005, how many directly funded schools opened in the county of Stanislaus?","SELECT COUNT(School) FROM schools WHERE strftime('%Y', OpenDate) BETWEEN '2000' AND '2005' AND County = 'Stanislaus' AND FundingType = 'Directly funded'","SELECT COUNT(*) 
FROM schools 
WHERE FundingType = 'Directly Funded' 
AND County = 'Stanislaus' 
AND OpenDate BETWEEN '2000-01-01' AND '2005-12-31'",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `schools` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Aggregate [unresolvedalias(count(1), None)]
+- 'Filter ((('FundingType = Directly Funded) AND ('County = Stanislaus)) AND (('OpenDate >= 2000-01-01) AND ('OpenDate <= 2005-12-31)))
   +- 'UnresolvedRelation [schools], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
54,55,unknown,"blood glucose (GLU) index that were within normal range refers to GLU < 180; data that was first recorded in 1991 refers to year(Description) = 1991;
List each patient's ID and blood glucose (GLU) index that were within normal range for patient's whose data was first recorded in 1991.","SELECT DISTINCT T1.ID, T2.GLU FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.`First Date`) = '1991' AND T2.GLU < 180","SELECT DISTINCT T1.ID, T2.GLU 
FROM patient T1 
JOIN laboratory T2 ON T1.ID = T2.ID 
WHERE YEAR(T1.`First Date`) = 1991 AND T2.GLU < 180",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `patient` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Distinct
+- 'Project ['T1.ID, 'T2.GLU]
   +- 'Filter (('YEAR('T1.First Date) = 1991) AND ('T2.GLU < 180))
      +- 'Join Inner, ('T1.ID = 'T2.ID)
         :- 'SubqueryAlias T1
         :  +- 'UnresolvedRelation [patient], [], false
         +- 'SubqueryAlias T2
            +- 'UnresolvedRelation [laboratory], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
55,56,unknown,"coordinate position/location refers to lat, lng; Abu Dhabi Grand Prix refers to races.name = 'Abu Dhabi Grand Prix'
Give the coordinate position for Abu Dhabi Grand Prix.","SELECT DISTINCT T1.lat, T1.lng FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Abu Dhabi Grand Prix'","SELECT T1.lat, T1.lng 
FROM circuits AS T1 
INNER JOIN races AS T2 
ON T1.circuitId = T2.circuitId 
WHERE T2.name = 'Abu Dhabi Grand Prix'",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `circuits` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Project ['T1.lat, 'T1.lng]
+- 'Filter ('T2.name = Abu Dhabi Grand Prix)
   +- 'Join Inner, ('T1.circuitId = 'T2.circuitId)
      :- 'SubqueryAlias T1
      :  +- 'UnresolvedRelation [circuits], [], false
      +- 'SubqueryAlias T2
         +- 'UnresolvedRelation [races], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
56,57,unknown,"infinite power refers to power = '*';
How many cards have infinite power?",SELECT COUNT(*) FROM cards WHERE power = '*',SELECT COUNT(`id`) FROM `cards` WHERE `power` = '*',False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `cards` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 24;
'Project [unresolvedalias('COUNT('id), None)]
+- 'Filter ('power = *)
   +- 'UnresolvedRelation [cards], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
57,58,unknown,"budget category refers to category; events located at refers to location; type = 'Guest Speaker'; 0 budget spent refers to spent = 0; 
What are the budget category of the events located at MU 215 and a guest speaker type with a 0 budget spent?","SELECT DISTINCT T2.category, T1.type FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.location = 'MU 215' AND T2.spent = 0 AND T1.type = 'Guest Speaker'",SELECT DISTINCT T1.`category` FROM `budget` T1 INNER JOIN `event` T2 ON T1.`link_to_event` = T2.`event_id` WHERE T2.`location` = 'MU 215' AND T2.`type` = 'Guest Speaker' AND T1.`spent` = 0,False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `budget` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 35;
'Distinct
+- 'Project ['T1.category]
   +- 'Filter ((('T2.location = MU 215) AND ('T2.type = Guest Speaker)) AND ('T1.spent = 0))
      +- 'Join Inner, ('T1.link_to_event = 'T2.event_id)
         :- 'SubqueryAlias T1
         :  +- 'UnresolvedRelation [budget], [], false
         +- 'SubqueryAlias T2
            +- 'UnresolvedRelation [event], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
58,59,unknown,"label = '-' means molecules are non-carcinogenic
Among the molecules which contain ""c"" element, which of them are not carcinogenic?",SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'c' AND T2.label = '-',"SELECT DISTINCT T1.`label` 
FROM `molecule` T1 
JOIN `atom` T2 ON T1.`molecule_id` = T2.`molecule_id` 
WHERE T2.`element` = 'c' AND T1.`label` = '-'",False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `molecule` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 2 pos 5;
'Distinct
+- 'Project ['T1.label]
   +- 'Filter (('T2.element = c) AND ('T1.label = -))
      +- 'Join Inner, ('T1.molecule_id = 'T2.molecule_id)
         :- 'SubqueryAlias T1
         :  +- 'UnresolvedRelation [molecule], [], false
         +- 'SubqueryAlias T2
            +- 'UnresolvedRelation [atom], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
59,60,unknown,What is the phone number of the school that has the highest average score in Math?,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY T2.AvgScrMath DESC LIMIT 1,SELECT `Phone` FROM schools JOIN satscores ON `CDSCode` = `cds` WHERE `rtype` = 'Total' AND `AvgScrMath` = (SELECT MAX(`AvgScrMath`) FROM satscores WHERE `rtype` = 'Total'),False,,,"[TABLE_OR_VIEW_NOT_FOUND] The table or view `schools` cannot be found. Verify the spelling and correctness of the schema and catalog.
If you did not qualify the name with a schema, verify the current_schema() output, or qualify the name with the correct schema and catalog.
To tolerate the error on drop use DROP VIEW IF EXISTS or DROP TABLE IF EXISTS.; line 1 pos 20;
'Project ['Phone]
+- 'Filter (('rtype = Total) AND ('AvgScrMath = scalar-subquery#462 []))
   :  +- 'Project [unresolvedalias('MAX('AvgScrMath), None)]
   :     +- 'Filter ('rtype = Total)
   :        +- 'UnresolvedRelation [satscores], [], false
   +- 'Join Inner, ('CDSCode = 'cds)
      :- 'UnresolvedRelation [schools], [], false
      +- 'UnresolvedRelation [satscores], [], false
",llama-4-maverick,rits,pyspark,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_pyspark_2
